STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,tract,density_q,county_fips
25,027,744104,25027744104,1400000US25027744104,7441.04,Census Tract 7441.04,G5020,S,5761650,28672,+42.1716137,-071.5437787,25027744104,Q1_low,25027
25,027,702201,25027702201,1400000US25027702201,7022.01,Census Tract 7022.01,G5020,S,108239491,1835155,+42.6889717,-072.1853265,25027702201,Q1_low,25027
25,027,758103,25027758103,1400000US25027758103,7581.03,Census Tract 7581.03,G5020,S,38218997,2698115,+42.1508731,-072.0867080,25027758103,Q1_low,25027
25,027,758104,25027758104,1400000US25027758104,7581.04,Census Tract 7581.04,G5020,S,18764640,613589,+42.1111692,-072.0634261,25027758104,Q2,25027
25,027,702202,25027702202,1400000US25027702202,7022.02,Census Tract 7022.02,G5020,S,34123719,822566,+42.6810218,-072.0818453,25027702202,Q1_low,25027
25,027,701101,25027701101,1400000US25027701101,7011.01,Census Tract 7011.01,G5020,S,72975825,1477366,+42.6644143,-072.0275490,25027701101,Q1_low,25027
25,027,701102,25027701102,1400000US25027701102,7011.02,Census Tract 7011.02,G5020,S,4310016,448335,+42.6848480,-072.0453956,25027701102,Q2,25027
25,027,710602,25027710602,1400000US25027710602,7106.02,Census Tract 7106.02,G5020,S,1605623,10033,+42.5730117,-071.7961718,25027710602,Q2,25027
25,027,705102,25027705102,1400000US25027705102,7051.02,Census Tract 7051.02,G5020,S,42155546,649283,+42.5925071,-072.0824243,25027705102,Q1_low,25027
25,027,752101,25027752101,1400000US25027752101,7521.01,Census Tract 7521.01,G5020,S,30289590,354791,+42.0656942,-071.7141426,25027752101,Q1_low,25027
25,027,721104,25027721104,1400000US25027721104,7211.04,Census Tract 7211.04,G5020,S,31007894,1697502,+42.3715333,-071.9577368,25027721104,Q1_low,25027
25,027,704201,25027704201,1400000US25027704201,7042.01,Census Tract 7042.01,G5020,S,62803832,1003921,+42.5559497,-072.1508948,25027704201,Q1_low,25027
25,027,704202,25027704202,1400000US25027704202,7042.02,Census Tract 7042.02,G5020,S,140465049,36294405,+42.4592215,-072.2163354,25027704202,Q1_low,25027
25,027,721103,25027721103,1400000US25027721103,7211.03,Census Tract 7211.03,G5020,S,59966595,1249491,+42.4099964,-071.9744413,25027721103,Q1_low,25027
25,027,739202,25027739202,1400000US25027739202,7392.02,Census Tract 7392.02,G5020,S,2636096,253525,+42.2826533,-071.7488693,25027739202,Q3,25027
25,027,731802,25027731802,1400000US25027731802,7318.02,Census Tract 7318.02,G5020,S,536077,0,+42.2680885,-071.7919773,25027731802,Q4_high,25027
25,027,744103,25027744103,1400000US25027744103,7441.03,Census Tract 7441.03,G5020,S,9671140,110773,+42.1790674,-071.5188052,25027744103,Q1_low,25027
25,027,731801,25027731801,1400000US25027731801,7318.01,Census Tract 7318.01,G5020,S,1048122,41837,+42.2691857,-071.7815276,25027731801,Q4_high,25027
25,027,731602,25027731602,1400000US25027731602,7316.02,Census Tract 7316.02,G5020,S,547111,0,+42.2731488,-071.8080530,25027731602,Q4_high,25027
25,027,731601,25027731601,1400000US25027731601,7316.01,Census Tract 7316.01,G5020,S,698405,18712,+42.2681308,-071.8095005,25027731601,Q4_high,25027
25,027,755202,25027755202,1400000US25027755202,7552.02,Census Tract 7552.02,G5020,S,32528847,1180304,+42.0549505,-071.9574705,25027755202,Q1_low,25027
25,027,739102,25027739102,1400000US25027739102,7391.02,Census Tract 7391.02,G5020,S,11266440,33162,+42.2603743,-071.6858977,25027739102,Q3,25027
25,027,710601,25027710601,1400000US25027710601,7106.01,Census Tract 7106.01,G5020,S,1602036,0,+42.5802273,-071.8072545,25027710601,Q2,25027
25,027,709204,25027709204,1400000US25027709204,7092.04,Census Tract 7092.04,G5020,S,7254626,11333,+42.5050603,-071.7316634,25027709204,Q3,25027
25,027,709203,25027709203,1400000US25027709203,7092.03,Census Tract 7092.03,G5020,S,3448481,4794,+42.4931737,-071.7421773,25027709203,Q2,25027
25,027,739101,25027739101,1400000US25027739101,7391.01,Census Tract 7391.01,G5020,S,8063152,1726821,+42.2588344,-071.7264649,25027739101,Q2,25027
25,027,752102,25027752102,1400000US25027752102,7521.02,Census Tract 7521.02,G5020,S,64105602,3413444,+42.0276799,-071.7570594,25027752102,Q1_low,25027
25,027,716102,25027716102,1400000US25027716102,7161.02,Census Tract 7161.02,G5020,S,6990028,4133044,+42.4000111,-071.7127479,25027716102,Q1_low,25027
25,027,709502,25027709502,1400000US25027709502,7095.02,Census Tract 7095.02,G5020,S,6097272,4716,+42.5573788,-071.7415180,25027709502,Q2,25027
25,027,721101,25027721101,1400000US25027721101,7211.01,Census Tract 7211.01,G5020,S,53925831,1033076,+42.3508615,-072.0442480,25027721101,Q1_low,25027
25,027,732801,25027732801,1400000US25027732801,7328.01,Census Tract 7328.01,G5020,S,3485665,128114,+42.2408955,-071.7618022,25027732801,Q3,25027
25,027,741102,25027741102,1400000US25027741102,7411.02,Census Tract 7411.02,G5020,S,20238780,423047,+42.3008730,-071.5474127,25027741102,Q2,25027
25,027,747102,25027747102,1400000US25027747102,7471.02,Census Tract 7471.02,G5020,S,14055536,238203,+42.0402242,-071.5501487,25027747102,Q1_low,25027
25,027,758101,25027758101,1400000US25027758101,7581.01,Census Tract 7581.01,G5020,S,39445143,1185857,+42.0723914,-072.1148970,25027758101,Q1_low,25027
25,027,761300,25027761300,1400000US25027761300,7613,Census Tract 7613,G5020,S,10126517,535246,+42.2396833,-071.7017472,25027761300,Q2,25027
25,027,731001,25027731001,1400000US25027731001,7310.01,Census Tract 7310.01,G5020,S,4001037,15776,+42.2555982,-071.8630249,25027731001,Q2,25027
25,009,260100,25009260100,1400000US25009260100,2601,Census Tract 2601,G5020,S,887267,68317,+42.7781441,-071.0822135,25009260100,Q4_high,25009
25,009,260200,25009260200,1400000US25009260200,2602,Census Tract 2602,G5020,S,736232,68469,+42.7785615,-071.0733030,25009260200,Q4_high,25009
25,009,260401,25009260401,1400000US25009260401,2604.01,Census Tract 2604.01,G5020,S,10010242,45851,+42.8035350,-071.1138000,25009260401,Q2,25009
25,027,747101,25027747101,1400000US25027747101,7471.01,Census Tract 7471.01,G5020,S,14722830,587363,+42.0326121,-071.5110946,25027747101,Q1_low,25027
25,009,260500,25009260500,1400000US25009260500,2605,Census Tract 2605,G5020,S,3144872,156545,+42.7968904,-071.0792133,25009260500,Q2,25009
25,009,260600,25009260600,1400000US25009260600,2606,Census Tract 2606,G5020,S,1841406,48350,+42.7928945,-071.0913629,25009260600,Q2,25009
25,009,260700,25009260700,1400000US25009260700,2607,Census Tract 2607,G5020,S,2534808,39785,+42.7860955,-071.1013288,25009260700,Q2,25009
25,009,260800,25009260800,1400000US25009260800,2608,Census Tract 2608,G5020,S,940673,85333,+42.7737495,-071.0922315,25009260800,Q3,25009
25,009,260900,25009260900,1400000US25009260900,2609,Census Tract 2609,G5020,S,2990725,228770,+42.7732274,-071.1073695,25009260900,Q3,25009
25,009,261000,25009261000,1400000US25009261000,2610,Census Tract 2610,G5020,S,1517489,321683,+42.7666364,-071.0834630,25009261000,Q3,25009
25,009,261101,25009261101,1400000US25009261101,2611.01,Census Tract 2611.01,G5020,S,9143953,1209808,+42.7527656,-071.0653711,25009261101,Q1_low,25009
25,017,326102,25017326102,1400000US25017326102,3261.02,Census Tract 3261.02,G5020,S,48867812,2366159,+42.6190842,-071.5383193,25017326102,Q1_low,25017
25,017,326101,25017326101,1400000US25017326101,3261.01,Census Tract 3261.01,G5020,S,36017060,242077,+42.5995227,-071.5902174,25017326101,Q1_low,25017
25,017,341102,25017341102,1400000US25017341102,3411.02,Census Tract 3411.02,G5020,S,884681,20294,+42.4294796,-071.0821193,25017341102,Q4_high,25017
25,017,351203,25017351203,1400000US25017351203,3512.03,Census Tract 3512.03,G5020,S,406607,0,+42.3769964,-071.1007280,25017351203,Q4_high,25017
25,017,366202,25017366202,1400000US25017366202,3662.02,Census Tract 3662.02,G5020,S,19193233,802186,+42.3457407,-071.3729338,25017366202,Q1_low,25017
25,017,342201,25017342201,1400000US25017342201,3422.01,Census Tract 3422.01,G5020,S,518326,0,+42.4157211,-071.0535723,25017342201,Q3,25017
25,017,388200,25017388200,1400000US25017388200,3882,Census Tract 3882,G5020,S,40966099,204892,+42.5736544,-071.6409862,25017388200,Q1_low,25017
25,025,981300,25025981300,1400000US25025981300,9813,Census Tract 9813,G5020,S,6986630,2032636,+42.3615186,-071.0073933,25025981300,Q4_high,25025
25,025,010300,25025010300,1400000US25025010300,103,Census Tract 103,G5020,S,507208,0,+42.3394220,-071.1018257,25025010300,Q4_high,25025
25,025,981100,25025981100,1400000US25025981100,9811,Census Tract 9811,G5020,S,2499660,19090,+42.2879942,-071.1034042,25025981100,Q1_low,25025
25,025,981800,25025981800,1400000US25025981800,9818,Census Tract 9818,G5020,S,714668,371484,+42.3231248,-071.1169865,25025981800,Q4_high,25025
25,025,981501,25025981501,1400000US25025981501,9815.01,Census Tract 9815.01,G5020,S,897746,1204481,+42.3524288,-071.0878101,25025981501,Q2,25025
25,015,820205,25015820205,1400000US25015820205,8202.05,Census Tract 8202.05,G5020,S,148893465,10218898,+42.3162144,-072.3945726,25015820205,Q1_low,25015
25,015,821101,25015821101,1400000US25015821101,8211.01,Census Tract 8211.01,G5020,S,7386428,411280,+42.2290052,-072.5940100,25015821101,Q1_low,25015
25,015,822607,25015822607,1400000US25015822607,8226.07,Census Tract 8226.07,G5020,S,190845667,2416003,+42.4061255,-072.7887416,25015822607,Q1_low,25015
25,015,820206,25015820206,1400000US25015820206,8202.06,Census Tract 8202.06,G5020,S,24280801,25669,+42.2600720,-072.4122869,25015820206,Q1_low,25015
25,015,820207,25015820207,1400000US25015820207,8202.07,Census Tract 8202.07,G5020,S,28081218,433709,+42.2976756,-072.4371953,25015820207,Q1_low,25015
25,011,040800,25011040800,1400000US25011040800,408,Census Tract 408,G5020,S,89032024,2665083,+42.4541064,-072.6107838,25011040800,Q1_low,25011
25,011,041200,25011041200,1400000US25011041200,412,Census Tract 412,G5020,S,2189579,0,+42.6019242,-072.5980584,25011041200,Q3,25011
25,003,925101,25003925101,1400000US25003925101,9251.01,Census Tract 9251.01,G5020,S,11073342,329653,+42.2519149,-073.3599160,25003925101,Q1_low,25003
25,003,925102,25003925102,1400000US25003925102,9251.02,Census Tract 9251.02,G5020,S,105006946,2141286,+42.2216958,-073.3331753,25003925102,Q1_low,25003
25,003,935200,25003935200,1400000US25003935200,9352,Census Tract 9352,G5020,S,11400205,279402,+42.4487388,-073.2056309,25003935200,Q3,25003
25,003,921400,25003921400,1400000US25003921400,9214,Census Tract 9214,G5020,S,17962803,138318,+42.6755651,-073.1181140,25003921400,Q1_low,25003
25,017,352500,25017352500,1400000US25017352500,3525,Census Tract 3525,G5020,S,240701,0,+42.3682350,-071.0978873,25017352500,Q4_high,25017
25,017,352600,25017352600,1400000US25017352600,3526,Census Tract 3526,G5020,S,306861,0,+42.3694072,-071.0912216,25017352600,Q4_high,25017
25,017,352700,25017352700,1400000US25017352700,3527,Census Tract 3527,G5020,S,158620,0,+42.3734746,-071.0936021,25017352700,Q4_high,25017
25,017,352800,25017352800,1400000US25017352800,3528,Census Tract 3528,G5020,S,144694,0,+42.3717557,-071.0963101,25017352800,Q4_high,25017
25,017,353000,25017353000,1400000US25017353000,3530,Census Tract 3530,G5020,S,268135,0,+42.3677877,-071.1032789,25017353000,Q4_high,25017
25,017,368902,25017368902,1400000US25017368902,3689.02,Census Tract 3689.02,G5020,S,1048924,29990,+42.3802452,-071.2312876,25017368902,Q4_high,25017
25,017,369000,25017369000,1400000US25017369000,3690,Census Tract 3690,G5020,S,3113708,11786,+42.3935801,-071.2139162,25017369000,Q3,25017
25,017,331101,25017331101,1400000US25017331101,3311.01,Census Tract 3311.01,G5020,S,11169375,74710,+42.5855779,-071.1540069,25017331101,Q3,25017
25,017,331102,25017331102,1400000US25017331102,3311.02,Census Tract 3311.02,G5020,S,13540498,89273,+42.5539487,-071.1482345,25017331102,Q3,25017
25,017,331200,25017331200,1400000US25017331200,3312,Census Tract 3312,G5020,S,6337629,145146,+42.5739642,-071.1825441,25017331200,Q2,25017
25,017,353200,25017353200,1400000US25017353200,3532,Census Tract 3532,G5020,S,514213,2895,+42.3584986,-071.1057832,25017353200,Q4_high,25017
25,017,353300,25017353300,1400000US25017353300,3533,Census Tract 3533,G5020,S,474775,73522,+42.3585142,-071.1110542,25017353300,Q4_high,25017
25,017,353600,25017353600,1400000US25017353600,3536,Census Tract 3536,G5020,S,803597,0,+42.3805404,-071.1154594,25017353600,Q4_high,25017
25,017,353700,25017353700,1400000US25017353700,3537,Census Tract 3537,G5020,S,532087,0,+42.3745268,-071.1122878,25017353700,Q4_high,25017
25,017,353900,25017353900,1400000US25017353900,3539,Census Tract 3539,G5020,S,323192,52563,+42.3662691,-071.1162109,25017353900,Q4_high,25017
25,017,354000,25017354000,1400000US25017354000,3540,Census Tract 3540,G5020,S,424010,0,+42.3809870,-071.1226248,25017354000,Q4_high,25017
25,017,354100,25017354100,1400000US25017354100,3541,Census Tract 3541,G5020,S,633922,47168,+42.3748851,-071.1256481,25017354100,Q4_high,25017
25,017,369100,25017369100,1400000US25017369100,3691,Census Tract 3691,G5020,S,2596759,14616,+42.3841027,-071.2077358,25017369100,Q4_high,25017
25,017,331300,25017331300,1400000US25017331300,3313,Census Tract 3313,G5020,S,12913432,130196,+42.5421191,-071.1841949,25017331300,Q2,25017
25,017,332100,25017332100,1400000US25017332100,3321,Census Tract 3321,G5020,S,5959296,0,+42.5258543,-071.2003549,25017332100,Q2,25017
25,017,332300,25017332300,1400000US25017332300,3323,Census Tract 3323,G5020,S,5170813,1099,+42.5084720,-071.2159455,25017332300,Q3,25017
25,017,333200,25017333200,1400000US25017333200,3332,Census Tract 3332,G5020,S,3884685,75254,+42.4804046,-071.1676609,25017333200,Q2,25017
25,017,354200,25017354200,1400000US25017354200,3542,Census Tract 3542,G5020,S,1572744,85875,+42.3734076,-071.1352240,25017354200,Q4_high,25017
25,017,354300,25017354300,1400000US25017354300,3543,Census Tract 3543,G5020,S,1239146,655856,+42.3830878,-071.1471164,25017354300,Q3,25017
25,017,354400,25017354400,1400000US25017354400,3544,Census Tract 3544,G5020,S,295800,0,+42.3833722,-071.1372911,25017354400,Q3,25017
25,017,333300,25017333300,1400000US25017333300,3333,Census Tract 3333,G5020,S,1627185,436948,+42.4707641,-071.1520550,25017333300,Q3,25017
25,017,333400,25017333400,1400000US25017333400,3334,Census Tract 3334,G5020,S,4883574,62527,+42.4845479,-071.1320320,25017333400,Q4_high,25017
25,017,333502,25017333502,1400000US25017333502,3335.02,Census Tract 3335.02,G5020,S,1443446,0,+42.4850405,-071.1461193,25017333502,Q3,25017
25,017,354500,25017354500,1400000US25017354500,3545,Census Tract 3545,G5020,S,334459,0,+42.3847449,-071.1250400,25017354500,Q4_high,25017
25,017,354700,25017354700,1400000US25017354700,3547,Census Tract 3547,G5020,S,355374,0,+42.3895812,-071.1226285,25017354700,Q4_high,25017
25,017,354800,25017354800,1400000US25017354800,3548,Census Tract 3548,G5020,S,310508,0,+42.3926658,-071.1279416,25017354800,Q4_high,25017
25,017,370101,25017370101,1400000US25017370101,3701.01,Census Tract 3701.01,G5020,S,1419322,0,+42.3774193,-071.1966381,25017370101,Q2,25017
25,017,334100,25017334100,1400000US25017334100,3341,Census Tract 3341,G5020,S,4410077,1491,+42.5120977,-071.1186479,25017334100,Q2,25017
25,017,334200,25017334200,1400000US25017334200,3342,Census Tract 3342,G5020,S,2441662,0,+42.5264180,-071.1179942,25017334200,Q3,25017
25,017,334400,25017334400,1400000US25017334400,3344,Census Tract 3344,G5020,S,9156852,8146,+42.5314168,-071.0881033,25017334400,Q3,25017
25,017,335100,25017335100,1400000US25017335100,3351,Census Tract 3351,G5020,S,4142486,1033718,+42.5155518,-071.0743668,25017335100,Q4_high,25017
25,017,335200,25017335200,1400000US25017335200,3352,Census Tract 3352,G5020,S,3312992,329635,+42.5008866,-071.0839683,25017335200,Q3,25017
25,017,356100,25017356100,1400000US25017356100,3561,Census Tract 3561,G5020,S,721717,3667,+42.4026607,-071.1456523,25017356100,Q3,25017
25,017,355000,25017355000,1400000US25017355000,3550,Census Tract 3550,G5020,S,464483,7606,+42.3985275,-071.1342815,25017355000,Q4_high,25017
25,017,373100,25017373100,1400000US25017373100,3731,Census Tract 3731,G5020,S,1648775,69543,+42.3557326,-071.1844188,25017373100,Q4_high,25017
25,017,373300,25017373300,1400000US25017373300,3733,Census Tract 3733,G5020,S,1253168,15068,+42.3569701,-071.2089979,25017373300,Q4_high,25017
25,017,373400,25017373400,1400000US25017373400,3734,Census Tract 3734,G5020,S,1200533,3225,+42.3474873,-071.2019529,25017373400,Q3,25017
25,017,311900,25017311900,1400000US25017311900,3119,Census Tract 3119,G5020,S,452551,11713,+42.6376032,-071.3093264,25017311900,Q3,25017
25,017,312000,25017312000,1400000US25017312000,3120,Census Tract 3120,G5020,S,356368,8277,+42.6349343,-071.3075023,25017312000,Q3,25017
25,017,312100,25017312100,1400000US25017312100,3121,Census Tract 3121,G5020,S,680160,40480,+42.6296609,-071.3040896,25017312100,Q3,25017
25,017,335400,25017335400,1400000US25017335400,3354,Census Tract 3354,G5020,S,3641188,5102,+42.4822403,-071.0621379,25017335400,Q2,25017
25,017,336100,25017336100,1400000US25017336100,3361,Census Tract 3361,G5020,S,2047297,94227,+42.4655983,-071.0709236,25017336100,Q3,25017
25,017,336300,25017336300,1400000US25017336300,3363,Census Tract 3363,G5020,S,4000990,104892,+42.4498030,-071.0373952,25017336300,Q2,25017
25,017,356300,25017356300,1400000US25017356300,3563,Census Tract 3563,G5020,S,1055273,22133,+42.4141319,-071.1408988,25017356300,Q4_high,25017
25,017,356400,25017356400,1400000US25017356400,3564,Census Tract 3564,G5020,S,3253282,401480,+42.4285594,-071.1583359,25017356400,Q2,25017
25,017,356500,25017356500,1400000US25017356500,3565,Census Tract 3565,G5020,S,2260283,42845,+42.4242961,-071.1853749,25017356500,Q3,25017
25,017,356601,25017356601,1400000US25017356601,3566.01,Census Tract 3566.01,G5020,S,1301271,0,+42.4186038,-071.1730936,25017356601,Q3,25017
25,017,356602,25017356602,1400000US25017356602,3566.02,Census Tract 3566.02,G5020,S,1250306,0,+42.4194011,-071.1817624,25017356602,Q3,25017
25,017,373500,25017373500,1400000US25017373500,3735,Census Tract 3735,G5020,S,3383235,10729,+42.3440287,-071.1835071,25017373500,Q2,25017
25,017,312200,25017312200,1400000US25017312200,3122,Census Tract 3122,G5020,S,2936401,71589,+42.6214358,-071.3083671,25017312200,Q3,25017
25,017,312300,25017312300,1400000US25017312300,3123,Census Tract 3123,G5020,S,3220464,71632,+42.6248787,-071.2880733,25017312300,Q3,25017
25,017,312400,25017312400,1400000US25017312400,3124,Census Tract 3124,G5020,S,402850,43263,+42.6412968,-071.3011930,25017312400,Q4_high,25017
25,017,312501,25017312501,1400000US25017312501,3125.01,Census Tract 3125.01,G5020,S,1917754,197170,+42.6471705,-071.2834848,25017312501,Q2,25017
25,017,312502,25017312502,1400000US25017312502,3125.02,Census Tract 3125.02,G5020,S,2014902,0,+42.6368993,-071.2835633,25017312502,Q3,25017
25,017,313102,25017313102,1400000US25017313102,3131.02,Census Tract 3131.02,G5020,S,14698154,1611047,+42.6789140,-071.3955585,25017313102,Q1_low,25017
25,017,314101,25017314101,1400000US25017314101,3141.01,Census Tract 3141.01,G5020,S,8081956,562864,+42.6762552,-071.3634359,25017314101,Q1_low,25017
25,017,337101,25017337101,1400000US25017337101,3371.01,Census Tract 3371.01,G5020,S,1505378,16741,+42.4871179,-071.0809904,25017337101,Q2,25017
25,017,337102,25017337102,1400000US25017337102,3371.02,Census Tract 3371.02,G5020,S,5500342,1287765,+42.4668322,-071.0883271,25017337102,Q2,25017
25,017,337201,25017337201,1400000US25017337201,3372.01,Census Tract 3372.01,G5020,S,1594122,0,+42.4947544,-071.0944249,25017337201,Q3,25017
25,017,336402,25017336402,1400000US25017336402,3364.02,Census Tract 3364.02,G5020,S,1125503,0,+42.4546821,-071.0726744,25017336402,Q3,25017
25,017,357100,25017357100,1400000US25017357100,3571,Census Tract 3571,G5020,S,1810617,81055,+42.4010318,-071.1665482,25017357100,Q3,25017
25,017,337202,25017337202,1400000US25017337202,3372.02,Census Tract 3372.02,G5020,S,2955380,1573,+42.4908429,-071.1080038,25017337202,Q3,25017
25,017,337300,25017337300,1400000US25017337300,3373,Census Tract 3373,G5020,S,4025935,327249,+42.4608401,-071.1022461,25017337300,Q3,25017
25,017,338100,25017338100,1400000US25017338100,3381,Census Tract 3381,G5020,S,1698252,6347,+42.4659118,-071.1225413,25017338100,Q2,25017
25,017,338200,25017338200,1400000US25017338200,3382,Census Tract 3382,G5020,S,1693141,57604,+42.4637851,-071.1381327,25017338200,Q4_high,25017
25,017,357200,25017357200,1400000US25017357200,3572,Census Tract 3572,G5020,S,1436158,50403,+42.3904062,-071.1658606,25017357200,Q3,25017
25,017,357300,25017357300,1400000US25017357300,3573,Census Tract 3573,G5020,S,648735,0,+42.3807211,-071.1600023,25017357300,Q3,25017
25,017,357400,25017357400,1400000US25017357400,3574,Census Tract 3574,G5020,S,669600,26346,+42.3809695,-071.1679802,25017357400,Q3,25017
25,017,357500,25017357500,1400000US25017357500,3575,Census Tract 3575,G5020,S,483919,0,+42.3835221,-071.1759860,25017357500,Q3,25017
25,017,338400,25017338400,1400000US25017338400,3384,Census Tract 3384,G5020,S,6100902,431740,+42.4456096,-071.1653408,25017338400,Q2,25017
25,017,338500,25017338500,1400000US25017338500,3385,Census Tract 3385,G5020,S,4032018,151277,+42.4476714,-071.1285873,25017338500,Q2,25017
25,017,338300,25017338300,1400000US25017338300,3383,Census Tract 3383,G5020,S,2099516,170471,+42.4584341,-071.1497227,25017338300,Q3,25017
25,017,357600,25017357600,1400000US25017357600,3576,Census Tract 3576,G5020,S,491063,0,+42.3832158,-071.1862578,25017357600,Q3,25017
25,017,357700,25017357700,1400000US25017357700,3577,Census Tract 3577,G5020,S,3000999,19856,+42.3956428,-071.1891107,25017357700,Q4_high,25017
25,017,357800,25017357800,1400000US25017357800,3578,Census Tract 3578,G5020,S,3494971,5852,+42.4031190,-071.1879680,25017357800,Q2,25017
25,017,358100,25017358100,1400000US25017358100,3581,Census Tract 3581,G5020,S,5458426,44933,+42.4265458,-071.2064063,25017358100,Q2,25017
25,017,358300,25017358300,1400000US25017358300,3583,Census Tract 3583,G5020,S,7552602,17259,+42.4261135,-071.2340953,25017358300,Q4_high,25017
25,017,339200,25017339200,1400000US25017339200,3392,Census Tract 3392,G5020,S,2611658,330521,+42.4271789,-071.1368106,25017339200,Q2,25017
25,017,339300,25017339300,1400000US25017339300,3393,Census Tract 3393,G5020,S,677153,28551,+42.4189818,-071.1340941,25017339300,Q3,25017
25,017,358400,25017358400,1400000US25017358400,3584,Census Tract 3584,G5020,S,7029608,378215,+42.4377299,-071.2455163,25017358400,Q3,25017
25,017,358500,25017358500,1400000US25017358500,3585,Census Tract 3585,G5020,S,6777977,62849,+42.4453551,-071.2021520,25017358500,Q2,25017
25,017,314102,25017314102,1400000US25017314102,3141.02,Census Tract 3141.02,G5020,S,6351831,301454,+42.6799274,-071.3414410,25017314102,Q2,25017
25,017,314200,25017314200,1400000US25017314200,3142,Census Tract 3142,G5020,S,7426704,135988,+42.6812035,-071.3168033,25017314200,Q2,25017
25,017,315403,25017315403,1400000US25017315403,3154.03,Census Tract 3154.03,G5020,S,2519656,8513,+42.5866203,-071.1890309,25017315403,Q2,25017
25,017,339500,25017339500,1400000US25017339500,3395,Census Tract 3395,G5020,S,1199133,18928,+42.4118790,-071.1150079,25017339500,Q4_high,25017
25,017,339700,25017339700,1400000US25017339700,3397,Census Tract 3397,G5020,S,1268220,70195,+42.4059665,-071.1027538,25017339700,Q4_high,25017
25,017,339900,25017339900,1400000US25017339900,3399,Census Tract 3399,G5020,S,957324,0,+42.4186897,-071.0928483,25017339900,Q3,25017
25,017,340000,25017340000,1400000US25017340000,3400,Census Tract 3400,G5020,S,504975,0,+42.4230718,-071.0988148,25017340000,Q3,25017
25,017,340100,25017340100,1400000US25017340100,3401,Census Tract 3401,G5020,S,2010833,4237,+42.4304663,-071.0962673,25017340100,Q2,25017
25,013,813802,25013813802,1400000US25013813802,8138.02,Census Tract 8138.02,G5020,S,90056657,1421542,+42.1281757,-072.2053516,25013813802,Q1_low,25013
25,013,813702,25013813702,1400000US25013813702,8137.02,Census Tract 8137.02,G5020,S,70533312,421528,+42.0879681,-072.3431695,25013813702,Q1_low,25013
25,013,813701,25013813701,1400000US25013813701,8137.01,Census Tract 8137.01,G5020,S,43997013,1038917,+42.0813224,-072.2937323,25013813701,Q1_low,25013
25,017,358600,25017358600,1400000US25017358600,3586,Census Tract 3586,G5020,S,8711051,11686,+42.4579056,-071.2500166,25017358600,Q4_high,25017
25,017,315500,25017315500,1400000US25017315500,3155,Census Tract 3155,G5020,S,8227151,33663,+42.5859548,-071.2154501,25017315500,Q2,25017
25,017,316400,25017316400,1400000US25017316400,3164,Census Tract 3164,G5020,S,12441134,363324,+42.5636168,-071.3081888,25017316400,Q2,25017
25,017,316500,25017316500,1400000US25017316500,3165,Census Tract 3165,G5020,S,13404585,465856,+42.5868236,-071.2829028,25017316500,Q3,25017
25,017,317101,25017317101,1400000US25017317101,3171.01,Census Tract 3171.01,G5020,S,9935094,363662,+42.5865094,-071.3693734,25017317101,Q2,25017
25,017,317203,25017317203,1400000US25017317203,3172.03,Census Tract 3172.03,G5020,S,4467845,10486,+42.6122111,-071.3465742,25017317203,Q3,25017
25,017,341400,25017341400,1400000US25017341400,3414,Census Tract 3414,G5020,S,796944,0,+42.4189877,-071.0649184,25017341400,Q3,25017
25,017,341500,25017341500,1400000US25017341500,3415,Census Tract 3415,G5020,S,641047,0,+42.4247446,-071.0590073,25017341500,Q3,25017
25,017,341600,25017341600,1400000US25017341600,3416,Census Tract 3416,G5020,S,1523337,5537,+42.4359325,-071.0593047,25017341600,Q2,25017
25,017,341700,25017341700,1400000US25017341700,3417,Census Tract 3417,G5020,S,1098194,0,+42.4362591,-071.0476696,25017341700,Q2,25017
25,017,341800,25017341800,1400000US25017341800,3418,Census Tract 3418,G5020,S,1411730,0,+42.4279880,-071.0483722,25017341800,Q4_high,25017
25,017,358700,25017358700,1400000US25017358700,3587,Census Tract 3587,G5020,S,7031416,18746,+42.4720157,-071.2276871,25017358700,Q1_low,25017
25,017,359100,25017359100,1400000US25017359100,3591,Census Tract 3591,G5020,S,14847544,165725,+42.5084237,-071.2596633,25017359100,Q3,25017
25,017,361200,25017361200,1400000US25017361200,3612,Census Tract 3612,G5020,S,9770688,513666,+42.4452500,-071.3995446,25017361200,Q2,25017
25,017,318400,25017318400,1400000US25017318400,3184,Census Tract 3184,G5020,S,21983720,171792,+42.5565623,-071.4249536,25017318400,Q3,25017
25,017,362100,25017362100,1400000US25017362100,3621,Census Tract 3621,G5020,S,39560501,646536,+42.5368071,-071.3613240,25017362100,Q1_low,25017
25,017,363201,25017363201,1400000US25017363201,3632.01,Census Tract 3632.01,G5020,S,6776965,62150,+42.4644272,-071.4775430,25017363201,Q2,25017
25,017,363202,25017363202,1400000US25017363202,3632.02,Census Tract 3632.02,G5020,S,6166481,43773,+42.4792930,-071.4668529,25017363202,Q2,25017
25,017,364101,25017364101,1400000US25017364101,3641.01,Census Tract 3641.01,G5020,S,5045505,197238,+42.4374587,-071.4622486,25017364101,Q2,25017
25,017,364102,25017364102,1400000US25017364102,3641.02,Census Tract 3641.02,G5020,S,8449639,205913,+42.4197794,-071.4509538,25017364102,Q2,25017
